Geneid,orth_group,num,CaB41,CaB44,Ca30m1,Ca30m2,Ca1h1,Ca1h2,Ca1.5h1,Ca1.5h2,Ca2h1,Ca2h4,Ca3h1,Ca3h2,Ca4h1,Ca4h3,Ca6h1,Ca6h3,Ca8h1,Ca8h2
CAGL0K04961g,4626,2,567,505,542,587,839,929,667,592,623,679,1303,540,913,816,1119,791,875,1725
KLLA0D19338g,4626,3,1252,1441,2435,1802,2305,2860,1298,1340,1120,1006,1329,1052,1208,1220,1002,1532,1440,1104
orf19.4443,4626,4,987,1000,1262,1368,1726,1491,1474,1231,1767,1145,1510,1225,1050,1305,1332,1660,1611,1357
YDL234C,4627,1,760,755,2588,2586,1308,1312,1170,1092,1748,1302,2159,2089,2241,1920,2163,2318,2482,1740
CAGL0C05489g,4627,2,1025,988,723,686,1950,2258,3203,2715,3764,3917,6421,3426,4911,4185,5119,3971,4736,7454
KLLA0D19272g,4627,3,1386,1539,503,422,2240,2257,2048,2512,2865,2492,3234,2653,2981,3133,2736,3520,2848,2954
orf19.6706,4627,4,1564,1691,821,795,980,860,1462,1201,1410,1205,2056,1393,1246,1352,1712,1457,1359,1501
CAGL0A01243g,4628,1,944,967,64006,52903,127761,140292,180288,141393,159834,164858,157060,129364,160490,140965,186103,178010,209652,332550
KLLA0A01694g,4628,2,1962,2181,27309,22819,49016,45401,34326,39428,49386,39874,51403,46684,53826,56771,56634,83812,61521,68900
YDL233W,4629,1,371,377,984,1059,740,629,604,536,844,556,857,834,801,716,748,827,769,638
CAGL0K04873g,4629,2,514,426,477,405,1003,1028,1320,1034,1282,1411,1306,964,1214,1042,1327,982,1206,1815
CAGL0C05467g,4629,3,1,1,2,0,0,2,2,2,0,0,0,0,0,1,0,0,1,1
KLLA0D19228g,4629,4,1947,1883,1653,1505,2546,2440,2048,2303,2303,2136,2132,1811,1995,1961,1699,2511,2086,2096
orf19.3603,4629,5,77,77,105,104,94,96,78,63,65,80,89,99,71,106,71,74,90,92
YDL114W,4630,1,6,7,5,2,4,8,15,4,5,7,15,10,15,24,32,31,82,49
CAGL0H10450g,4630,2,13,5,16,13,13,13,7,12,16,21,45,24,22,16,37,12,14,53
KLLA0E09153g,4630,3,37,39,101,84,44,43,86,77,77,72,138,109,138,152,124,218,159,151
orf19.6502,4630,4,13,10,2,1,0,0,8,7,13,15,16,8,14,14,6,9,11,6
YDL232W,4631,1,638,590,800,908,905,834,927,887,1110,988,965,971,1054,973,808,937,885,881
CAGL0C05461g,4631,2,1561,1278,1512,1676,1316,1293,1108,978,1036,1099,1641,827,1230,1082,1224,894,1014,1908
KLLA0D19129g,4631,3,434,492,844,801,1156,988,1049,1062,1366,1091,1392,1104,1238,1138,997,2000,1153,1116
YDL231C,4632,1,1530,1353,1322,1437,1688,1433,1628,1480,1923,1327,1713,1641,2148,1920,2251,2462,2834,2487
CAGL0C05445g,4632,2,1569,1495,716,695,677,889,1027,886,1142,1147,1755,1128,1477,1359,1807,1421,1641,2560
KLLA0D19118g,4632,3,4655,4725,1515,1384,3705,3678,4705,5487,6795,6174,6888,6205,6521,6442,6379,9612,7251,8098
orf19.3332,4632,4,1623,1778,1360,1436,1340,1267,1919,1569,1851,1524,2351,1819,1928,2079,1908,2236,1968,2028
YDL229W,4634,1,67148,59187,20506,25005,41844,36636,50449,46633,48354,36052,9439,8316,5674,6822,4126,5356,7153,8081
YNL209W,4634,2,42329,36745,17565,20264,32543,28386,39129,36267,38916,29094,10904,10222,9355,10804,8480,10350,12777,14794
CAGL0K04741g,4634,3,46337,41559,56853,54689,9801,10774,7600,6304,7479,8625,22262,11718,21196,19631,23562,19254,16918,28420
CAGL0C05379g,4634,4,79878,72535,75736,70765,12873,14336,887,700,905,1090,5817,3413,12201,11998,20441,16166,15494,25249
KLLA0D19041g,4634,5,59500,68772,150183,147377,88300,81208,12575,14123,10818,10304,12696,10505,13106,12989,13492,20029,17508,17935
YDL227C,4635,1,2122,2220,222,265,3309,3191,2356,2228,3041,2067,1711,1320,1475,1715,642,863,327,597
CAGL0G05423g,4635,2,151,128,236,189,218,276,381,295,511,520,763,525,625,676,862,705,823,1428
YBR264C,4636,1,499,534,942,949,788,703,855,727,989,787,991,1032,1062,882,917,847,973,818
CAGL0I09306g,4636,2,562,494,505,492,793,828,1140,941,1302,1275,2550,1245,1546,1469,1827,1367,1492,2189
KLLA0F01232g,4636,3,381,488,310,276,835,718,640,671,707,620,781,648,684,640,539,733,411,460
orf19.430,4636,4,398,371,383,404,315,248,345,285,389,309,425,369,338,397,338,392,371,322
YDL226C,4637,1,2098,2015,2730,2970,3025,2781,2660,2592,3254,2338,2398,2240,2211,2025,1163,1528,1094,1093
YNL204C,4637,2,261,193,186,196,215,221,268,234,231,163,248,209,294,256,327,357,427,339
CAGL0G05445g,4637,3,2873,2433,3335,3357,1536,1721,1003,844,921,1052,1788,1034,1388,1372,1597,1212,1069,1693
KLLA0D18942g,4637,4,3010,3352,5299,5041,5314,5126,3265,3794,3890,3282,4024,3266,3652,3939,3237,4910,3498,3568
orf19.3683,4637,5,145,114,129,123,174,125,186,136,186,162,131,126,83,121,85,107,82,79
YDL225W,4638,1,1727,1583,2211,2207,2354,2150,2256,1983,2550,1955,2006,1791,1750,1631,1271,1464,1304,1239
CAGL0G05489g,4638,2,3029,2616,3401,3013,1678,1842,1125,957,1352,1537,2291,1751,2139,2286,2783,2064,1854,2665
KLLA0F20812g,4638,3,2944,3459,2155,1881,4569,4503,2557,2891,2316,1979,2196,1779,1805,1897,1610,1957,1356,1484
orf19.3680,4638,4,1977,2100,2802,2897,3243,2940,3060,2223,2669,2332,1932,1661,1088,1266,1060,869,963,1025
YAR002C-A,4639,1,3283,3099,2673,3020,3485,3009,4076,3922,4249,3591,3130,2981,3523,3352,2847,3203,2795,3039
YGL002W,4639,2,877,848,1143,1245,939,907,971,874,1221,975,1138,1110,1070,978,890,1059,1099,831
CAGL0G00682g,4639,3,3186,2908,2729,2941,1748,1989,1420,1191,1378,1475,2448,1347,1890,1783,1933,1392,1421,2435
CAGL0A00627g,4639,4,1092,873,1799,1938,123,149,86,70,248,259,883,460,724,722,700,554,427,780
KLLA0A08778g,4639,5,2869,3350,2966,2689,6112,5656,4723,5303,3682,3055,3050,2444,2371,2358,1593,2585,1271,1353
YDL224C,4640,1,1709,1462,2169,2175,2145,2085,2132,2036,2447,1598,2518,2312,2872,2582,2582,2831,2607,2696
YNL197C,4640,2,1938,1768,1817,1675,1587,1503,2211,1945,2320,1389,1609,1571,1693,1488,1212,1390,1162,1292
CAGL0G05401g,4640,3,3270,2862,2153,1760,2411,2658,2072,1644,1692,1803,2058,1781,2012,1981,2278,2159,2254,3339
CAGL0G05511g,4640,4,2085,1884,1155,1114,2638,2879,2765,2337,2487,2628,3239,1927,2342,2235,2605,2134,2237,3537
KLLA0F20834g,4640,5,2972,2275,2881,2413,3595,3469,2521,2963,2796,2324,2392,2188,2496,2523,2087,3251,2475,2704
YDL222C,4641,1,148,147,15945,14915,4162,3685,3197,2269,3392,2834,12770,12511,12187,8233,13774,12352,16058,7997
YNL194C,4641,2,121,96,5180,5081,682,579,708,487,892,641,2589,2601,2573,1662,3462,2907,4373,1735
CAGL0G05566g,4641,3,1060,1004,4472,4035,12350,13783,18635,14969,18790,19481,29071,15545,16960,14989,14079,12290,12328,20715
KLLA0F20900g,4641,4,3075,3977,57,37,4748,5912,8444,9119,11030,9567,12881,10185,11210,12155,7806,12519,9811,8065
orf19.6489,4641,5,77,126,23,33,17,20,114,100,371,354,1973,1549,2578,2831,5107,5135,5957,5728
YAL060W,4642,1,2035,1934,9927,10435,5209,4991,4505,3699,8261,6059,9680,10250,8191,6933,6948,7387,6418,3800
CAGL0D00198g,4642,2,690,589,127,148,1711,1984,2604,2261,2717,2709,3498,1692,1733,1581,1717,1203,1325,2217
KLLA0F00506g,4642,3,10496,12040,2876,2205,36327,35336,33504,37972,41764,31960,36692,30805,30004,32588,24399,35674,26445,26235
YDL220C,4643,1,508,430,526,515,693,678,607,636,803,553,592,545,695,686,692,730,755,758
CAGL0G05588g,4643,2,205,198,186,185,236,276,233,183,365,355,682,438,500,439,526,456,486,708
KLLA0F20922g,4643,3,665,767,685,636,1085,1065,793,971,935,762,1097,943,1021,1040,1049,1420,1065,1196
YDL219W,4644,1,786,775,718,767,1018,859,973,962,1009,927,671,574,629,655,427,469,394,496
CAGL0G05610g,4644,2,1348,1272,2307,2328,2528,2780,2127,1728,2255,2440,2545,1913,1747,1724,1832,1434,1206,1773
KLLA0D08690g,4644,3,1013,1208,467,464,933,1018,981,1037,1118,835,1046,906,1015,959,1116,1590,1220,1315
orf19.297,4644,4,284,318,310,351,522,502,801,581,901,737,566,525,457,571,546,477,554,464
YDL218W,4645,1,123,95,170,151,211,212,185,155,130,116,181,199,467,366,2615,2003,15410,5901
CAGL0G05632g,4645,2,103,77,87,73,109,133,1236,1258,2778,4039,2694,2578,1870,1145,2376,1451,4783,7554
KLLA0D08646g,4645,3,728,731,2282,1635,8989,8542,8997,10247,11182,8494,10697,8630,10474,10115,9414,15806,10855,10911
orf19.3902,4645,4,407,436,11,11,35,33,19,26,57,37,35,33,33,35,16,22,11,16
YDL217C,4646,1,683,534,747,824,1030,868,826,708,872,678,846,686,900,835,851,973,1039,923
CAGL0G05654g,4646,2,662,512,966,944,638,667,499,359,390,445,364,355,350,331,348,345,298,517
KLLA0D08536g,4646,3,529,659,1774,1726,591,563,326,342,494,388,498,425,455,458,452,734,480,513
orf19.1352,4646,4,470,508,1154,1141,947,825,655,482,412,290,368,342,263,239,264,302,243,251
YDL216C,4647,1,267,270,667,685,407,396,388,380,549,427,647,640,820,645,690,756,958,700
CAGL0G05676g,4647,2,846,715,868,875,1645,1904,1385,1252,1153,1335,1762,1191,1884,1702,2358,1832,2451,3658
KLLA0D08503g,4647,3,433,437,474,413,560,460,413,481,532,432,481,443,424,497,448,618,436,420
orf19.3371,4647,4,1538,1595,1052,1140,1325,1164,1809,1287,1793,1573,1883,1580,1247,1311,1310,1389,1126,1225
YDL215C,4648,1,1455,1304,3221,3090,1918,1481,1775,1465,2053,1542,2925,2806,3849,3241,4527,4904,5145,4126
CAGL0G05698g,4648,2,777,696,354,432,5681,7044,12545,10238,11532,12134,14116,7703,7957,6802,7035,5942,6208,9778
KLLA0D08481g,4648,3,6880,7877,2709,2890,18020,18092,15178,17360,16741,15272,17169,14718,16514,17555,15192,19891,13737,14950
orf19.2192,4648,4,1287,1372,379,448,1605,1470,2760,2319,1955,1596,1960,1306,1387,1458,1643,1590,1529,1548
YDL214C,4649,1,80,55,224,238,149,116,151,131,157,113,173,226,289,230,386,403,368,260
YNL183C,4649,2,1009,894,2079,1933,1432,1296,1244,1102,1748,1176,1869,1827,1990,1772,1698,1964,2102,1768
CAGL0J11308g,4649,3,2737,2397,1790,1679,4708,5382,6421,5020,5630,6018,7387,4417,4684,4576,5004,4313,4318,6381
CAGL0G05720g,4649,4,302,252,195,170,252,287,555,451,678,702,917,542,673,642,759,605,701,1067
KLLA0D08415g,4649,5,4142,3937,1901,1779,4397,4326,3730,4328,4253,3879,3874,3238,3568,3564,3414,4987,4258,4265
YAR003W,4650,1,1075,1062,1050,1114,1251,1078,1237,1092,1312,950,886,842,892,813,696,892,914,860
CAGL0G00704g,4650,2,735,569,781,752,249,362,244,267,314,389,589,286,401,446,505,361,365,553
KLLA0A08800g,4650,3,635,772,569,560,748,702,511,616,654,528,653,585,624,701,523,713,505,476
orf19.5388,4650,4,651,793,789,808,670,567,667,589,739,575,781,643,604,722,707,724,724,629
YDL213C,4651,1,2311,2200,507,640,2070,1755,2347,2161,1954,1557,622,571,859,888,1156,1326,1986,1734
CAGL0G05742g,4651,2,1247,968,2530,2691,90,97,169,135,394,385,1446,869,1721,1657,2739,2051,2391,4218
KLLA0D08393g,4651,3,958,802,4220,3740,71,75,128,171,945,805,1500,1272,1392,1308,1232,2200,1823,1734
orf19.6236,4651,4,278,319,2712,2689,1176,977,453,307,797,713,2921,3437,3675,5264,4447,5767,4895,4081
YDL212W,4652,1,3848,3561,2867,3142,3494,3194,3626,3271,4104,3582,2902,2505,2832,2742,2425,2649,3082,2884
CAGL0G05786g,4652,2,3545,2886,2854,2956,2342,2664,2208,1871,2167,2343,2913,1849,2701,2555,3270,2297,2643,4690
KLLA0D08283g,4652,3,2437,3022,2098,2027,4000,3587,1840,1934,1968,1651,1800,1398,1552,1526,1304,2013,1349,1348
orf19.3366,4652,4,3473,3635,3428,3542,4344,3541,6484,4833,8666,6265,6177,6025,4896,5599,5026,5678,5179,4562
YDL211C,4653,1,307,288,167,212,289,331,345,376,412,283,304,306,332,359,230,262,208,256
YNL176C,4653,2,1636,1366,1493,1339,1425,1404,1741,1712,1769,1175,1470,1509,1708,1438,1692,1709,1885,1950
CAGL0J11176g,4653,3,1714,1502,1696,1534,1609,1908,3014,2432,3100,3636,2969,2887,3395,3256,4358,3686,4222,6224
CAGL0G05808g,4653,4,787,692,534,428,140,179,112,98,166,184,400,294,368,399,412,348,290,429
KLLA0D08239g,4653,5,829,864,1042,937,774,873,644,682,711,595,831,698,907,942,869,1528,1236,1297
YPR200C,4654,1,54,54,62,62,79,87,80,65,107,79,120,71,116,112,116,104,174,143
KLLA0E00243g,4654,2,17,24,28,30,84,81,97,113,146,109,157,146,174,208,148,258,179,156
YDL209C,4655,1,469,521,404,409,664,631,633,634,634,449,447,409,572,673,740,890,1218,966
CAGL0J09592g,4655,2,674,639,511,385,990,1125,1259,991,1106,1078,1255,1036,964,1013,1046,1050,880,918
KLLA0C15411g,4655,3,639,777,1523,1379,413,376,477,535,1009,797,1110,960,924,1035,755,1109,742,778
orf19.674,4655,4,744,803,2363,2555,1330,1148,1491,1193,1705,1437,2302,2095,1895,2032,2122,2194,2382,2674
YDL208W,4656,1,5201,4814,1282,1474,4166,3710,4550,4364,3934,2993,984,861,1170,1343,1361,1753,2579,2622
CAGL0J09614g,4656,2,4139,3783,7875,7423,390,487,403,339,532,592,1062,826,1233,1257,1864,1387,1480,2313
KLLA0C15345g,4656,3,2613,2919,13520,12870,1084,933,387,454,904,823,1074,896,978,1005,871,1408,904,974
YDL207W,4657,1,1455,1366,1397,1411,1598,1467,1569,1572,1813,1280,1353,1275,1682,1453,1657,1798,2119,1596
CAGL0J09636g,4657,2,1381,1210,1436,1408,730,765,796,656,918,909,1530,726,972,1001,1250,948,964,1538
KLLA0C15235g,4657,3,679,721,916,774,922,974,800,956,1154,987,1220,1050,1262,1319,1319,2113,1591,1685
orf19.2215,4657,4,1816,1941,2343,2363,2057,1896,2671,1738,3567,3271,4294,4745,4198,6507,4760,6947,5662,5123
YLR179C,4658,1,5736,5237,4593,5046,3678,3033,4647,3556,6177,4171,3558,3399,3652,3505,2454,3185,1685,2433
YDL206W,4659,1,535,437,1331,1414,897,779,716,569,922,695,1125,1081,1083,974,1158,1146,1353,1011
CAGL0J09658g,4659,2,729,581,535,521,665,788,946,744,859,936,1191,721,817,807,843,576,568,946
KLLA0C15191g,4659,3,1238,1399,1153,1023,2445,2443,2147,2405,2654,2352,2910,2456,2716,2820,2764,3966,3382,3421
YLR153C,4660,1,8317,7493,6055,6057,7495,6923,7684,7002,9513,6981,7064,6811,7299,6432,4791,4730,4933,4890
CAGL0B02717g,4660,2,19876,17610,24665,22597,19279,21881,17457,14985,10443,11406,17686,8755,14260,12732,13559,11317,9450,15372
KLLA0D17336g,4660,3,21765,23771,12500,12236,14898,14696,10127,11668,9868,9452,8510,6999,7210,7151,5702,7915,6939,7513
orf19.1064,4660,4,32910,33955,22393,23251,39215,35854,38183,30647,28477,21519,15518,12099,8636,8884,6703,6654,5338,5143
YDL205C,4661,1,2022,1863,1887,1853,1879,1588,1983,1736,2108,1556,1317,1246,1089,935,916,1031,983,769
CAGL0J09680g,4661,2,327,312,407,320,529,629,699,580,904,826,2069,989,1045,1052,1106,1181,1042,1235
KLLA0C15147g,4661,3,2311,2955,4899,4546,2079,2007,1243,1452,1548,1273,1442,1226,1316,1393,1277,2137,1372,1493
orf19.1742,4661,4,651,845,1505,1632,1755,1455,1390,1071,1291,798,1148,849,729,743,682,659,540,523
YDL204W,4662,1,408,317,21923,21320,4935,4111,3721,2580,5099,4317,18871,19078,17314,12067,18884,16785,28243,12064
YDR233C,4662,2,8643,7426,8105,8347,9287,8758,8959,8425,9060,7425,5650,5187,5140,4903,4613,5177,6198,5716
CAGL0B02585g,4662,3,15680,14443,13069,11379,6472,7208,6473,5431,6952,7901,10392,6644,8186,7617,8577,6807,6790,10608
KLLA0C15081g,4662,4,9530,11224,11226,10212,8476,7989,3536,4042,3120,2504,2837,2554,2620,2691,1999,3208,2162,2213
YAR007C,4663,1,2045,1964,2675,2762,3165,3006,2564,2338,3316,2466,3079,2729,2837,2959,1564,1832,1416,1705
CAGL0G00726g,4663,2,5076,4524,3977,3678,2641,2974,1748,1335,2587,2757,5306,3212,4128,4079,4267,3757,2900,4444
KLLA0A08844g,4663,3,3985,4837,3253,2803,5393,5543,5314,6085,5743,5022,6299,5380,5261,5305,4482,5684,3214,3565
orf19.2093,4663,4,4566,4944,6162,6637,4683,4191,6846,5328,6911,5684,5510,4441,3546,3933,4067,3719,4289,3975
YDL203C,4664,1,836,757,715,808,1047,957,931,950,1069,745,818,823,1040,898,1043,1138,1137,1060
CAGL0J09702g,4664,2,1527,1595,1825,1373,2232,2446,2791,2232,2263,2548,2352,1788,1380,1620,1751,1892,1805,1283
KLLA0C15037g,4664,3,964,1102,1486,1494,1099,995,679,761,865,782,996,815,946,892,761,1111,829,841
YDL202W,4665,1,616,588,1003,1157,1037,863,716,714,865,643,818,693,719,658,544,649,648,547
CAGL0J09724g,4665,2,1960,1680,2320,2247,4509,4683,2966,2349,2168,2357,1703,1275,1230,1273,1299,1001,972,1661
KLLA0A03267g,4665,3,1006,1153,2482,2486,1277,1141,385,505,446,366,436,331,431,410,432,656,428,399
orf19.3797,4665,4,853,892,2502,2416,2540,2223,1562,1152,928,705,686,598,464,534,422,413,426,395
YDL201W,4666,1,1505,1447,611,702,1726,1485,1649,1536,1309,991,453,392,438,409,522,588,925,811
CAGL0J09746g,4666,2,1432,1169,2771,2992,67,79,89,93,185,193,1022,520,870,776,1154,976,1015,1680
KLLA0A03245g,4666,3,638,766,3061,2909,568,549,432,462,871,732,1155,916,1030,1030,837,1308,839,847
orf19.3798,4666,4,339,351,2254,2369,1133,946,399,294,280,214,659,553,577,708,869,885,728,723
YIR035C,4667,1,1261,1134,1002,1161,1224,1062,1465,1445,1506,1241,1881,1844,2720,2595,2811,3253,4047,3269
CAGL0F06897g,4667,2,1398,1120,1053,973,795,810,700,604,731,852,1319,687,923,941,1090,934,1034,1791
KLLA0E08075g,4667,3,2511,3225,702,678,4727,4750,4349,4850,5645,4578,6565,5107,5512,5707,4021,6543,4315,4002
orf19.5194.1,4667,4,879,928,840,855,917,829,1749,1524,2309,1771,2118,1695,1513,1759,1981,1889,1761,1747
YDL200C,4668,1,222,218,504,581,558,523,440,424,543,469,681,625,831,757,900,1035,1341,1062
CAGL0J09768g,4668,2,561,436,567,586,658,738,361,326,270,284,598,358,539,504,675,514,525,815
KLLA0E01761g,4668,3,319,297,148,114,413,383,607,626,854,770,781,746,740,789,775,964,838,966
orf19.3108,4668,4,353,387,196,198,254,231,309,229,375,290,459,372,386,506,556,659,620,479
YDL199C,4669,1,228,195,966,935,468,379,418,358,539,470,993,935,1168,1035,1436,1403,1744,1252
KLLA0A03223g,4669,2,498,618,82,70,893,933,1703,1953,1634,1507,1572,1248,1343,1414,1085,1514,1057,1049
orf19.4356,4669,3,494,614,151,180,319,301,673,558,821,561,694,461,432,496,432,371,447,495
YDL198C,4670,1,2583,2385,2868,3250,2413,2069,2194,2029,3370,2722,1919,1821,1241,1276,681,809,780,702
CAGL0J09790g,4670,2,3059,2607,2532,2111,3033,3301,1498,1223,1144,1309,1023,738,702,715,542,500,339,479
KLLA0F13464g,4670,3,2382,3101,7165,6708,3431,3101,1862,2053,2118,1604,2154,1747,2013,2162,2054,3287,2318,2447
orf19.685,4670,4,2827,2785,2844,2787,3547,2871,3177,2407,2897,2200,2127,1853,1406,1742,1669,1620,1506,1516
YDL195W,4671,1,5568,4728,7456,7718,5620,5631,5983,5558,7220,5167,6123,5691,5894,5274,4760,5203,4573,4189
CAGL0J08998g,4671,2,9402,9528,9576,6979,11050,13244,11888,9227,9118,10613,9005,6968,6319,6358,6874,6273,5942,8331
KLLA0F05159g,4671,3,9204,8073,6130,5175,16008,15735,10987,12919,9398,8909,7129,5916,6886,6437,5067,6938,6375,5984
orf19.6217,4671,4,8760,10325,11750,11908,13152,11818,21350,16107,19291,14962,10756,10500,5976,6412,4932,3548,3812,3996
YDL194W,4672,1,363,346,919,973,468,432,485,432,678,522,766,665,767,656,797,906,919,674
YDL138W,4672,2,823,769,1196,1186,1177,1174,928,805,1282,963,1204,1121,1244,1104,1201,1360,1554,1509
CAGL0I03872g,4672,3,1588,1298,1193,1066,1280,1388,1468,1194,1398,1518,2352,1363,2090,1847,2760,2104,2653,4136
CAGL0J09020g,4672,4,374,297,287,221,1842,2232,4075,3283,5164,5563,7876,5089,6099,5602,7013,5962,6510,9695
KLLA0F05181g,4672,5,1105,1094,1386,1268,1588,1498,1024,1250,1238,1157,1409,1182,1333,1446,1242,1835,1561,1731
orf19.5962,4672,6,359,371,391,406,416,334,387,283,373,258,496,364,377,420,380,389,430,430
YDL193W,4673,1,1075,960,2009,2092,1616,1562,1479,1339,1794,1461,1910,1742,1896,1705,1608,1846,1600,1269
CAGL0I03894g,4673,2,1850,1679,2289,2168,483,489,406,350,531,498,1010,628,902,868,1059,820,800,1279
CAGL0J09042g,4673,3,1,4,14,8,0,2,1,0,3,3,4,0,4,6,2,6,4,7
KLLA0F05203g,4673,4,1092,1206,981,944,2852,2520,3017,3354,3486,3191,3655,3061,3236,3253,2660,4116,2496,2708
orf19.5963,4673,5,466,512,1009,988,847,726,707,610,717,538,795,670,623,643,807,696,760,692
YAR008W,4674,1,621,525,205,200,703,664,729,644,704,599,371,334,473,469,257,323,285,402
CAGL0G00748g,4674,2,630,540,771,739,199,214,226,202,355,378,669,419,501,576,584,468,447,725
KLLA0A08932g,4674,3,480,549,790,852,327,268,255,309,528,369,490,517,546,617,503,716,612,573
orf19.6879,4674,4,319,298,668,763,568,453,391,347,410,287,559,410,371,418,409,424,381,338
YDL191W,4675,1,17312,16152,12097,13603,14462,13075,16024,15079,19862,15583,6067,5010,2205,2294,1172,1412,2404,2179
YDL136W,4675,2,11621,10656,5588,6899,9032,8169,10487,9919,11487,9832,2989,2540,1610,1673,1746,2011,3481,2971
CAGL0J09086g,4675,3,50982,42582,56826,57362,6181,6692,523,425,444,515,1517,950,3090,3050,6794,4663,6108,10741
KLLA0F05247g,4675,4,20617,23541,60552,57741,33494,30768,3324,3467,947,787,808,680,813,824,960,1752,1152,1258
orf19.5964.2,4675,5,17168,16521,42567,42892,51709,41789,23086,18544,6977,4593,1945,1856,1622,1747,1662,1868,2041,1911
YDL190C,4676,1,2056,1969,3341,3453,2952,2417,2641,2386,3279,2419,2985,2952,3063,2725,2562,2765,3123,2608
CAGL0J09108g,4676,2,5276,4710,3016,3050,4088,4642,4362,3507,3798,3967,4874,2861,3197,2944,3232,2621,2607,4288
KLLA0F05269g,4676,3,1362,1392,910,806,2448,2481,1544,1872,1508,1354,1425,1151,1286,1353,1192,1613,1249,1366
orf19.5965,4676,4,2671,2914,1539,1632,2470,2344,3390,2716,3244,2524,2146,1672,1313,1267,1274,1300,1204,1097
YDL189W,4677,1,1595,1463,1463,1481,1685,1695,1886,1696,2076,1186,1511,1354,1488,1417,1268,1421,1336,1300
CAGL0J09130g,4677,2,1956,1574,1508,1293,3636,4139,5125,4371,5011,5439,5156,3803,4226,3811,4499,3620,4179,6391
KLLA0F05291g,4677,3,570,587,383,398,909,886,682,776,602,636,491,298,435,398,323,529,581,499
orf19.5967,4677,4,1240,1422,2017,2090,1967,1614,1921,1392,1549,1419,1259,1328,867,962,927,738,912,953
YDL188C,4678,1,2111,1858,3200,3412,2510,2321,2369,2105,2715,2019,2273,2204,2188,2072,2262,2345,2761,2167
YDL134C,4678,2,2405,2236,4017,4210,3067,2719,2858,2555,3338,2507,2632,2440,2582,2293,2290,2470,3183,2470
CAGL0I03938g,4678,3,6975,5859,5341,5123,8250,9253,9820,8048,9640,10560,10191,7724,7923,7662,9050,7083,7255,11518
KLLA0F05357g,4678,4,4719,5778,4347,3969,7178,6919,5090,6057,6341,5149,5952,4900,4881,5176,3951,5902,3837,4222
YDL186W,4679,1,85,78,86,113,62,79,84,80,99,78,93,97,128,78,84,97,121,86
CAGL0J09174g,4679,2,43,42,28,34,21,24,21,15,21,18,36,20,29,27,14,32,24,38
KLLA0F05379g,4679,3,4,10,10,4,9,6,14,21,34,14,41,28,15,26,33,28,38,42
YDL185W,4680,1,18558,15954,19685,20378,19251,17179,17591,16429,20613,13577,19181,18051,21695,18914,16911,18676,17312,14029
CAGL0I03960g,4680,2,16639,15011,13063,11082,25629,30055,36019,28487,34223,36391,42496,26817,27882,26183,29682,25096,26919,41489
KLLA0F05401g,4680,3,17810,20418,9909,9561,29573,29297,24307,28077,24954,22918,21762,19098,17919,18237,15153,20886,15268,17012
orf19.1680,4680,4,8526,9343,7368,8128,9472,8455,12203,9488,11884,9045,8640,6496,4558,4809,4820,3674,3874,4107
YDL184C,4681,1,21896,22507,21166,23416,18236,15762,17592,16173,25851,22381,10755,9818,6286,6589,4945,5291,8725,7060
YDL133C-A,4681,2,9526,9568,9604,12552,8516,7499,8552,7193,12629,10594,4533,4271,1893,1821,1248,1403,3037,3293
YHR043C,4682,1,974,939,3523,3675,1369,1328,1168,1035,1867,1518,1763,1809,1292,1199,800,825,524,466
CAGL0D04092g,4682,2,2325,1964,4760,4656,11059,11943,9735,7648,7089,7265,9494,4303,4332,4471,3678,3078,2581,3876
orf19.3392,4682,3,1271,1341,1853,1845,1516,1344,2287,1702,2713,2052,2381,2097,1672,2016,2107,1959,1687,1581
YDL183C,4683,1,183,165,386,419,305,277,227,219,290,236,295,307,324,292,478,492,656,488
CAGL0I04004g,4683,2,203,201,318,384,1164,1276,1406,1214,1608,1531,2303,1104,1362,1346,1464,1155,1159,1941
KLLA0F05423g,4683,3,1024,1239,836,705,1606,1691,1084,1219,1252,937,1654,1287,1673,1808,1462,2249,1829,1526
orf19.1676,4683,4,329,351,737,695,773,707,720,567,617,491,648,500,438,535,494,476,422,486
YDL182W,4684,1,2722,2454,1812,1655,4526,3502,2641,2689,3795,3120,2567,2271,3718,3402,4778,5249,7273,6755
YDL131W,4684,2,3145,2985,3089,3443,4589,4032,4048,3977,4491,3420,2720,2476,2638,2692,2266,2675,2714,2780
CAGL0J06402g,4684,3,19,11,43,28,38,34,27,19,15,31,39,33,34,25,22,9,9,21
CAGL0J09240g,4684,4,6799,5923,4835,4624,4415,4899,3489,3006,3914,4534,8822,4624,5450,4937,5199,3950,3654,6061
KLLA0F05489g,4684,5,10510,12118,8708,8750,6864,6447,11140,13299,13498,12393,12120,10069,10204,10275,9514,14135,10188,11538
YAL063C,4685,1,252,245,372,453,393,362,406,346,431,423,660,600,822,838,1023,1045,1376,1148
CAGL0I10098g,4685,2,402,435,583,508,530,653,803,607,493,712,682,549,586,589,830,803,874,1196
YAR014C,4686,1,2367,2253,3081,2997,3987,3565,3527,3137,3618,2825,2555,2308,2415,2283,1916,2293,2470,2257
CAGL0I04466g,4686,2,3009,2684,2911,2763,2622,2899,2557,2064,2891,2789,5038,2614,3418,3092,3382,2914,2694,4099
KLLA0C04257g,4686,3,1685,1771,1827,1727,2529,2348,1844,2138,1699,1494,1624,1295,1433,1425,1453,2064,1563,1689
